,id,title,budget,revenue,revenue,release_date,imdb_id,original_language
1427,16052,Selena,20000000,60000000.0,60000000.0,1997-03-21,tt0120094,en
1428,4477,The Devil's Own,90000000,140807547.0,140807547.0,1997-03-12,tt0118972,en
1429,24662,Cats Don't Dance,32000000,3566637.0,3566637.0,1997-03-26,tt0118829,en
1430,18423,B.A.P.S.,0,7240837.0,7240837.0,1997-03-28,tt0118663,en
1431,76996,Love and Other Catastrophes,0,0.0,0.0,1996-08-01,tt0116931,it
1432,6499,Turbo: A Power Rangers Movie,10000000,17979739.0,17979739.0,1997-03-27,tt0120389,en
1433,50512,Anna Karenina,35000000,791830.0,791830.0,1997-04-04,tt0118623,en
1434,9405,Double Team,30000000,0.0,0.0,1997-04-04,tt0119013,en
1435,12723,Inventing the Abbotts,0,5926128.0,5926128.0,1997-04-04,tt0119381,en
1436,9360,Anaconda,45000000,136885767.0,136885767.0,1997-04-11,tt0118615,en
1437,9434,Grosse Pointe Blank,0,28084357.0,28084357.0,1997-04-11,tt0119229,en
1438,118991,Keys to Tulsa,0,57252.0,57252.0,1997-04-11,tt0116762,en
1439,21626,Kissed,0,0.0,0.0,1996-09-07,tt0116783,en
1440,13982,8 Heads in a Duffel Bag,0,0.0,0.0,1997-04-18,tt0118541,en
1441,93946,Hollow Reed,0,0.0,0.0,1996-06-24,tt0113314,en
1442,77223,Paradise Road,16000000,0.0,0.0,1997-04-11,tt0119859,en
1443,31465,Traveller,0,0.0,0.0,1997-04-18,tt0120366,en
1444,12793,All Over Me,0,0.0,0.0,1997-02-15,tt0118586,en
1445,102878,A Brother's Kiss,0,0.0,0.0,1997-04-25,tt0118783,en
1446,105763,A Chef in Love,0,0.0,0.0,1996-06-06,tt0117050,fr
1447,9611,Romy and Michele's High School Reunion,0,29235353.0,29235353.0,1997-04-25,tt0120032,en
1448,47694,Temptress Moon,0,0.0,0.0,1996-05-09,tt0116295,zh
1449,10357,Volcano,90000000,0.0,0.0,1997-04-25,tt0120461,en
1450,9977,Children of the Revolution,0,0.0,0.0,1996-06-14,tt0115886,en
1451,816,Austin Powers: International Man of Mystery,16500000,67683989.0,67683989.0,1997-05-02,tt0118655,en
1452,2163,Breakdown,36000000,50159144.0,50159144.0,1997-05-02,tt0118771,en
1453,124680,Broken English,0,0.0,0.0,1996-09-09,tt0115760,en
1454,16399,Commandments,0,0.0,0.0,1997-05-02,tt0115927,en
1455,124843,Ripe,0,0.0,0.0,1996-09-10,tt0117482,en
1456,31017,"Truth or Consequences, N.M.",0,0.0,0.0,1997-01-01,tt0120383,en
1457,24645,The Turning,0,0.0,0.0,1992-01-01,tt0105660,en
1458,49478,Warriors of Virtue,0,0.0,0.0,1997-05-02,tt0120479,en
1459,12499,Fathers' Day,85000000,0.0,0.0,1997-05-09,tt0119109,en
1460,18,The Fifth Element,90000000,263920180.0,263920180.0,1997-05-07,tt0119116,en
1461,68545,Intimate Relations,0,0.0,0.0,1996-01-01,tt0116643,en
1462,1811,Nowhere,0,27354.0,27354.0,1997-05-09,tt0119809,en
1463,109614,Losing Chase,0,0.0,0.0,1996-08-18,tt0116920,en
1464,60082,Sprung,0,7553105.0,7553105.0,1997-05-14,tt0120190,en
1465,105045,The Promise,0,0.0,0.0,1995-02-16,tt0111613,de
1466,53023,Le Bonheur,0,0.0,0.0,1965-02-10,tt0058985,fr
1467,64802,Love! Valour! Compassion!,2000000,2900000.0,2900000.0,1997-05-16,tt0119578,de
1468,11239,Shall We Dance?,0,0.0,0.0,1996-01-27,tt0117615,ja
1469,50850,The Second Jungle Book: Mowgli & Baloo,0,479099.0,479099.0,1997-05-16,tt0120087,en
1470,15321,Twin Town,0,0.0,0.0,1997-04-11,tt0120394,en
1471,2058,Addicted to Love,0,34673095.0,34673095.0,1997-05-23,tt0118556,en
1472,9450,Brassed Off,0,0.0,0.0,1996-11-01,tt0115744,en
1473,125021,The Designated Mourner,0,0.0,0.0,1997-05-23,tt0118964,en
1474,330,The Lost World: Jurassic Park,73000000,229074524.0,229074524.0,1997-05-23,tt0119567,en
1475,38523,Ponette,0,0.0,0.0,1996-09-10,tt0117359,fr
1476,16375,Schizopolis,0,0.0,0.0,1996-09-13,tt0117561,en
1477,33660,Shiloh,0,0.0,0.0,1996-11-30,tt0120118,en
1478,59232,The War at Home,0,0.0,0.0,1996-11-20,tt0118117,en
1479,45671,Rough Magic,0,0.0,0.0,1995-09-07,tt0114303,en
1480,17770,Trial and Error,0,0.0,0.0,1997-05-30,tt0120373,en
1481,15170,Buddy,0,0.0,0.0,1997-06-06,tt0118787,en
1482,1701,Con Air,75000000,224012234.0,224012234.0,1997-06-01,tt0118880,en
1483,201445,Late Bloomers,0,0.0,0.0,1996-01-01,tt0116834,en
1484,26422,The Pillow Book,0,0.0,0.0,1996-05-12,tt0114134,en
1485,124642,To Have (Or Not),0,0.0,0.0,1995-12-27,tt0112951,en
1486,1639,Speed 2: Cruise Control,160000000,164508066.0,164508066.0,1997-06-13,tt0120179,en
1487,49235,Squeeze,500000,10300.0,10300.0,1997-06-06,tt0117724,en
1488,106129,Sudden Manhattan,0,0.0,0.0,1996-10-11,tt0117775,en
1489,291634,The Next Step,0,0.0,0.0,1997-06-13,tt0113968,en
1490,107743,Wedding Bell Blues,0,44000.0,44000.0,1996-10-18,tt0118127,en
1491,415,Batman & Robin,125000000,238207122.0,238207122.0,1997-06-20,tt0118688,en
1492,47686,Dream with the Fishes,0,0.0,0.0,1997-01-01,tt0119019,en
1493,65889,Roseanna's Grave,0,0.0,0.0,1997-03-06,tt0120034,en
1494,11103,Head Above Water,0,0.0,0.0,1996-11-07,tt0116502,en
1495,11970,Hercules,85000000,252712101.0,252712101.0,1997-06-26,tt0119282,en
1496,34941,The Last Time I Committed Suicide,0,0.0,0.0,1997-06-20,tt0119502,en
1497,407992,MURDER and murder,0,0.0,0.0,1996-09-10,tt0116949,en
1498,8874,My Best Friend's Wedding,38000000,299288605.0,299288605.0,1997-06-19,tt0119738,en
1499,17991,Tetsuo II: Body Hammer,0,0.0,0.0,1992-01-01,tt0105569,ja
1500,11956,When the Cat's Away,0,0.0,0.0,1996-04-03,tt0115856,fr
1501,266,Contempt,900000,528428.0,528428.0,1963-10-21,tt0057345,fr
1502,754,Face/Off,80000000,245676146.0,245676146.0,1997-06-27,tt0119094,en
1503,37567,Fall,0,0.0,0.0,1997-06-20,tt0119098,en
1504,43771,Gabbeh,0,0.0,0.0,1996-06-26,tt0116384,fa
1505,124834,Mondo,0,0.0,0.0,1995-06-01,tt0117076,fr
1506,249358,The Innocent Sleep,0,0.0,0.0,1996-01-25,tt0113425,fr
1507,111367,For Ever Mozart,0,0.0,0.0,1996-11-27,tt0116334,en
1508,607,Men in Black,90000000,589390539.0,589390539.0,1997-07-02,tt0119654,en
1509,18080,Out to Sea,0,0.0,0.0,1997-07-02,tt0119848,en
1510,38225,Wild America,0,0.0,0.0,1997-07-02,tt0120512,en
1511,17834,A Simple Wish,28000000,8345056.0,8345056.0,1997-07-11,tt0120133,en
1512,686,Contact,90000000,171120329.0,171120329.0,1997-07-11,tt0118884,en
1513,65046,Love Serenade,0,0.0,0.0,1996-10-10,tt0116930,en
1514,4421,G.I. Jane,50000000,48169156.0,48169156.0,1997-08-22,tt0119173,en
1515,9387,Conan the Barbarian,20000000,79114085.0,79114085.0,1982-04-02,tt0082198,en
1516,10603,George of the Jungle,55000000,0.0,0.0,1997-07-15,tt0119190,en
1517,2142,Cop Land,15000000,44862187.0,44862187.0,1997-08-15,tt0118887,en
1518,8413,Event Horizon,60000000,26673242.0,26673242.0,1997-08-15,tt0119081,en
1519,10336,Spawn,40000000,87840042.0,87840042.0,1997-07-31,tt0120177,en
1520,20737,Air Bud,3000000,23144499.0,23144499.0,1997-08-01,tt0118570,en
1521,9413,Picture Perfect,19000000,44332015.0,44332015.0,1997-08-01,tt0119896,en
1522,14585,In the Company of Men,0,0.0,0.0,1997-01-19,tt0119361,en
1523,18519,Free Willy 3: The Rescue,0,0.0,0.0,1997-08-08,tt0119152,en
1524,49462,Career Girls,0,0.0,0.0,1997-06-01,tt0118818,en
1525,8834,Conspiracy Theory,75000000,136982834.0,136982834.0,1997-08-07,tt0118883,en
1526,9458,Desperate Measures,50000000,0.0,0.0,1998-01-30,tt0118966,en
1527,8854,Steel,16000000,1686429.0,1686429.0,1997-08-15,tt0120207,en
1528,38295,She's So Lovely,18000000,0.0,0.0,1997-08-29,tt0120112,en
1529,22073,Hoodlum,30000000,0.0,0.0,1997-08-27,tt0119311,en
1530,37244,Leave it to Beaver,0,0.0,0.0,1997-08-22,tt0119509,en
1531,4961,Mimic,30000000,25480490.0,25480490.0,1997-08-22,tt0119675,en
1532,9416,Money Talks,0,0.0,0.0,1997-08-22,tt0119695,en
1533,26180,Excess Baggage,0,0.0,0.0,1997-08-29,tt0119086,en
1534,17832,Kull the Conqueror,0,0.0,0.0,1997-08-29,tt0119484,en
1535,9772,Air Force One,85000000,315156409.0,315156409.0,1997-07-25,tt0118571,en
1536,6072,One Eight Seven,20000000,5716080.0,5716080.0,1997-07-29,tt0118531,en
1537,1669,The Hunt for Red October,30000000,199200000.0,199200000.0,1990-03-02,tt0099810,en
1538,468,My Own Private Idaho,2500000,0.0,0.0,1991-10-17,tt0102494,en
1539,32519,"Kiss Me, Guido",0,0.0,0.0,1997-07-18,tt0119465,en
1540,108401,Star Maps,0,0.0,0.0,1997-07-23,tt0120197,en
1541,10806,In & Out,35000000,0.0,0.0,1997-09-10,tt0119360,en
1542,9433,The Edge,0,43312294.0,43312294.0,1997-09-06,tt0119051,en
1543,6623,The Peacemaker,50000000,0.0,0.0,1997-09-26,tt0119874,en
1544,2118,L.A. Confidential,35000000,126216940.0,126216940.0,1997-09-19,tt0119488,en
1545,978,Seven Years in Tibet,70000000,131457682.0,131457682.0,1997-09-12,tt0120102,en
1546,9437,Kiss the Girls,27000000,60527873.0,60527873.0,1997-10-03,tt0119468,en
1547,29461,Soul Food,0,0.0,0.0,1997-09-26,tt0120169,en
1548,56651,Kicked in the Head,0,0.0,0.0,1997-09-26,tt0119457,en
1549,10351,Wishmaster,5000000,15719109.0,15719109.0,1997-09-19,tt0120524,en
1550,66588,A Thousand Acres,0,0.0,0.0,1997-09-17,tt0120323,en
1551,2649,The Game,50000000,109423648.0,109423648.0,1997-09-12,tt0119174,en
1552,14289,Fire Down Below,60000000,16000000.0,16000000.0,1997-09-05,tt0119123,en
1553,10155,U Turn,19000000,6682098.0,6682098.0,1997-10-03,tt0120399,en
1554,75250,The Locusts,0,10082.0,10082.0,1997-10-03,tt0119557,en
1555,20457,The Matchmaker,0,0.0,0.0,1997-10-03,tt0119632,en
1556,18355,The Assignment,0,0.0,0.0,1997-09-28,tt0118647,en
1557,33657,A Smile Like Yours,0,0.0,0.0,1997-08-27,tt0120151,en
1558,55306,Ulee's Gold,0,0.0,0.0,1997-06-13,tt0120402,en
1559,68924,The Ice Storm,18000000,8038061.0,8038061.0,1997-09-27,tt0119349,en
1560,36434,Stag,0,0.0,0.0,1997-04-01,tt0120192,en
1561,2255,Chasing Amy,250000,12021272.0,12021272.0,1997-04-04,tt0118842,en
1562,28353,Def Jam's How to Be a Player,0,13960203.0,13960203.0,1997-08-06,tt0119326,en
1563,9427,The Full Monty,3500000,257850122.0,257850122.0,1997-08-13,tt0119164,en
1564,172545,Alive and Kicking,0,0.0,0.0,1996-11-08,tt0116631,en
1565,17589,Mrs Brown,0,0.0,0.0,1997-07-18,tt0119280,en
1566,3597,I Know What You Did Last Summer,17000000,125586134.0,125586134.0,1997-10-17,tt0119345,en
1567,1813,The Devil's Advocate,57000000,152944660.0,152944660.0,1997-10-17,tt0118971,en
1568,36797,RocketMan,16000000,0.0,0.0,1997-10-10,tt0120029,en
1569,12628,Playing God,12000000,4000000.0,4000000.0,1997-10-17,tt0119906,en
1570,33344,The House of Yes,1500000,626057.0,626057.0,1997-10-10,tt0119324,en
1571,25099,"Fast, Cheap & Out of Control",0,832735.0,832735.0,1997-10-03,tt0119107,en
1572,45019,Washington Square,0,1.0,1.0,1997-10-10,tt0120481,en
1573,63437,Telling Lies In America,0,0.0,0.0,1997-08-02,tt0120303,de
1574,62422,Year of the Horse,0,0.0,0.0,1997-10-08,tt0120539,en
1575,782,Gattaca,36000000,12532777.0,12532777.0,1997-09-07,tt0119177,en
1576,29911,FairyTale: A True Story,0,14000000.0,14000000.0,1997-01-01,tt0119095,en
1577,9827,Phantoms,0,5624282.0,5624282.0,1998-01-23,tt0119891,en
1578,1959,Swept from the Sea,0,0.0,0.0,1998-01-23,tt0120257,en
1579,251481,Wonderland,0,0.0,0.0,1997-10-17,tt0120529,en
1580,8067,A Life Less Ordinary,12000000,0.0,0.0,1997-10-24,tt0119535,en
1581,125052,Hurricane Streets,0,0.0,0.0,1997-01-21,tt0119338,en
1582,45153,Eve's Bayou,0,0.0,0.0,1997-09-07,tt0119080,en
1583,10871,Switchback,37000000,6482195.0,6482195.0,1997-10-31,tt0119210,en
1584,14398,Gang Related,0,5790448.0,5790448.0,1997-10-08,tt0118900,en
1585,10890,Stripes,10000000,85300000.0,85300000.0,1981-06-25,tt0083131,en
1586,99002,Nenette and Boni,0,0.0,0.0,1997-01-29,tt0117221,fr
1587,1281,Bean,18000000,251212670.0,251212670.0,1997-07-03,tt0118689,en
1588,32332,Hugo Pool,0,0.0,0.0,1997-01-01,tt0119327,en
1589,9770,Mad City,50000000,10541523.0,10541523.0,1997-11-07,tt0119592,en
1590,12616,One Night Stand,24000000,2642983.0,2642983.0,1997-11-14,tt0119832,en
1591,34838,The Tango Lesson,0,0.0,0.0,1997-11-28,tt0120275,en
1592,14905,Welcome to Sarajevo,0,0.0,0.0,1997-05-09,tt0120490,en
1593,14583,Deceiver,0,0.0,0.0,1997-08-31,tt0119527,en
1594,11975,The Rainmaker,40000000,45916769.0,45916769.0,1997-11-18,tt0119978,en
1595,4995,Boogie Nights,15000000,43101594.0,43101594.0,1997-09-11,tt0118749,en
1596,9281,Witness,12000000,68706993.0,68706993.0,1985-02-08,tt0090329,en
1597,45928,Incognito,0,0.0,0.0,1997-11-14,tt0119365,en
1598,563,Starship Troopers,105000000,121214377.0,121214377.0,1997-11-06,tt0120201,en
1599,61337,Critical Care,0,0.0,0.0,1997-10-31,tt0118901,en
1600,19931,The Joy Luck Club,11000000,32861136.0,32861136.0,1993-09-08,tt0107282,en
1601,31535,Chairman of the Board,0,0.0,0.0,1998-03-13,tt0118836,en
1602,10215,Sliding Doors,6000000,58000000.0,58000000.0,1998-04-23,tt0120148,en
1603,9823,Mortal Kombat: Annihilation,30000000,51376861.0,51376861.0,1997-11-21,tt0119707,en
1604,37165,The Truman Show,60000000,264118201.0,264118201.0,1998-06-04,tt0120382,en
1605,45609,The Wings of the Dove,0,0.0,0.0,1997-11-07,tt0120520,en
1606,38904,Mrs. Dalloway,0,3309421.0,3309421.0,1997-09-01,tt0119723,en
1607,45565,"I Love You, I Love You Not",0,0.0,0.0,1996-08-28,tt0116592,en
1608,9407,Red Corner,48000000,0.0,0.0,1997-10-30,tt0119994,en
1609,4824,The Jackal,60000000,159330280.0,159330280.0,1997-11-14,tt0119395,en
1610,9444,Anastasia,53000000,139804348.0,139804348.0,1997-11-20,tt0118617,en
1611,9414,The Man Who Knew Too Little,20000000,13801755.0,13801755.0,1997-11-14,tt0120483,en
1612,8078,Alien: Resurrection,70000000,162000000.0,162000000.0,1997-11-12,tt0118583,en
1613,29938,Alien Escape,1000000,0.0,0.0,1996-01-01,tt0112318,en
1614,11831,Amistad,36000000,74000000.0,74000000.0,1997-12-03,tt0118607,en
1615,2895,The Apostle,5000000,0.0,0.0,1997-10-09,tt0118632,en
1616,39177,Artemisia,0,0.0,0.0,1997-09-10,tt0123385,fr
1617,19601,Bent,0,0.0,0.0,1997-11-26,tt0118698,en
1618,124606,Bang,0,0.0,0.0,1995-09-09,tt0109266,en
1619,42832,The Boys,0,0.0,0.0,1997-12-12,tt0118764,fr
1620,22797,The Butcher Boy,0,0.0,0.0,1997-07-13,tt0118804,en
1621,2639,Deconstructing Harry,20000000,10686841.0,10686841.0,1997-08-26,tt0118954,en
1622,9574,Flubber,80000000,177977226.0,177977226.0,1997-11-26,tt0119137,en
1623,10371,For Richer or Poorer,35000000,31611225.0,31611225.0,1997-12-11,tt0119142,en
1624,489,Good Will Hunting,10000000,225933435.0,225933435.0,1997-12-05,tt0119217,en
1625,167738,Guy,0,0.0,0.0,1997-12-17,tt0116465,en
1626,293820,Tar,0,0.0,0.0,1997-11-26,tt0116490,en
1627,9714,Home Alone 3,32000000,79082515.0,79082515.0,1997-12-12,tt0119303,en
1628,102406,Ill Gotten Gains,0,0.0,0.0,1997-12-05,tt0119352,en
1629,170430,Man of Her Dreams,0,0.0,0.0,1997-11-18,tt0116976,en
1630,8197,Midnight in the Garden of Good and Evil,35000000,25105255.0,25105255.0,1997-11-21,tt0119668,en
1631,6283,MouseHunt,38000000,122417389.0,122417389.0,1997-12-19,tt0119715,en
1632,279698,Never Met Picasso,0,0.0,0.0,1996-01-01,tt0117167,en
1633,49728,Office Killer,0,0.0,0.0,1997-01-01,tt0119819,en
1634,64562,Other Voices Other Rooms,0,0.0,0.0,1995-09-15,tt0119845,en
1635,4233,Scream 2,24000000,172363301.0,172363301.0,1997-12-09,tt0120082,en
1636,191874,Stranger in the House,0,0.0,0.0,1997-01-01,tt0120222,en
1637,10217,The Sweet Hereafter,5000000,3263585.0,3263585.0,1997-05-14,tt0120255,en
1638,438108,Time Tracers,0,0.0,0.0,1997-12-16,tt0128755,en
1639,597,Titanic,200000000,1845034188.0,1845034188.0,1997-11-18,tt0120338,en
1640,714,Tomorrow Never Dies,110000000,333011068.0,333011068.0,1997-12-11,tt0120347,en
1641,52537,Twisted,0,0.0,0.0,1996-11-14,tt0117994,en
1642,12799,Full Speed,0,0.0,0.0,1996-09-25,tt0118230,fr
1643,62394,The Education of Little Tree,0,0.0,0.0,1997-12-25,tt0119052,it
1644,9922,The Postman,80000000,17626234.0,17626234.0,1997-12-25,tt0119925,en
1645,547,The Horse Whisperer,60000000,186883563.0,186883563.0,1998-05-14,tt0119314,en
1646,25994,The Winter Guest,0,0.0,0.0,1997-12-27,tt0120521,en
1647,184,Jackie Brown,12000000,39673162.0,39673162.0,1997-12-24,tt0119396,en
1648,9746,Kundun,28000000,5684789.0,5684789.0,1997-12-25,tt0119485,en
1649,9438,Mr. Magoo,30000000,0.0,0.0,1997-12-25,tt0119718,en
1650,115,The Big Lebowski,15000000,46189568.0,46189568.0,1998-03-06,tt0118715,en
1651,26941,Afterglow,0,2465960.0,2465960.0,1997-12-26,tt0118566,en
1652,27103,My Life in Pink,0,0.0,0.0,1997-05-28,tt0119590,fr
1653,9410,Great Expectations,25000000,55494066.0,55494066.0,1998-01-19,tt0119223,en
1654,32302,3 Ninjas: High Noon at Mega Mountain,0,0.0,0.0,1998-04-10,tt0118539,en
1655,216794,Men of Means,0,0.0,0.0,1999-05-25,tt0119655,en
1656,88863,Caught Up,0,0.0,0.0,1998-02-27,tt0119988,en
1657,154821,Arguing the World,0,0.0,0.0,1998-01-07,tt0129758,en
1658,41417,Firestorm,19000000,0.0,0.0,1998-01-08,tt0120670,en
1659,12538,Senseless,0,13035599.0,13035599.0,1998-02-20,tt0120820,pt
1660,586,Wag the Dog,15000000,64256513.0,64256513.0,1997-12-25,tt0120885,en
1661,2666,Dark City,27000000,27200316.0,27200316.0,1998-02-27,tt0118929,en
1662,46338,The Leading Man,0,0.0,0.0,1996-12-12,tt0116845,en
1663,54007,Star Kid,0,7.0,7.0,1997-01-16,tt0120478,en
1664,11258,Hard Rain,70000000,19870567.0,19870567.0,1998-01-16,tt0120696,en
1665,9490,Half Baked,8000000,17460020.0,17460020.0,1998-01-16,tt0120693,en
1666,9411,Fallen,0,25232289.0,25232289.0,1998-01-16,tt0119099,en
1667,25719,Shooting Fish,3000000,302204.0,302204.0,1997-08-22,tt0120122,en
1668,9033,The Prophecy II,0,0.0,0.0,1998-01-20,tt0118643,en
1669,11220,Fallen Angels,0,0.0,0.0,1995-09-06,tt0112913,cn
1670,21253,Four Days in September,0,310724.0,310724.0,1997-05-01,tt0119815,pt
1671,6116,Spice World,25000000,100000000.0,100000000.0,1997-12-19,tt0120185,en
1672,9457,Deep Rising,45000000,11203026.0,11203026.0,1998-01-30,tt0118956,en
1673,281289,Tainted,0,0.0,0.0,1998-05-18,tt0128690,en
1674,43911,A Letter from Death Row,0,0.0,0.0,1998-11-17,tt0119521,en
1675,39424,Music from Another Room,0,0.0,0.0,1998-04-24,tt0119734,en
1676,44361,Mother and Son,0,0.0,0.0,1997-02-20,tt0119711,ru
1677,11702,The Replacement Killers,30000000,19204929.0,19204929.0,1998-02-06,tt0120008,en
1678,2923,B. Monkey,0,0.0,0.0,1998-11-07,tt0120594,en
1679,12238,The Night Flier,1000000,91549.0,91549.0,1997-04-30,tt0119784,en
1680,11568,Blues Brothers 2000,28000000,14051384.0,14051384.0,1998-02-05,tt0118747,en
1681,41577,Tokyo Fist,0,0.0,0.0,1995-01-01,tt0114690,ja
1682,66894,Ride,0,0.0,0.0,1998-03-27,tt0120707,en
1683,11003,The Wedding Singer,18000000,123306987.0,123306987.0,1998-02-13,tt0120888,en
1684,10153,Sphere,75000000,13100000.0,13100000.0,1998-02-13,tt0120184,en
1685,49645,Ayn Rand: A Sense of Life,0,0.0,0.0,1998-02-13,tt0118662,en
1686,47112,A Further Gesture,0,0.0,0.0,1997-01-01,tt0116379,en
1687,102732,Little City,0,0.0,0.0,1997-04-04,tt0119548,en
1688,30949,Palmetto,0,0.0,0.0,1998-02-20,tt0120782,en
1689,2898,As Good as It Gets,50000000,314178011.0,314178011.0,1997-12-19,tt0119822,en
1690,9558,King of New York,1000000,2554476.0,2554476.0,1990-07-18,tt0099939,en
1691,83593,A Paralyzing Fear: The Story of Polio in America,0,0.0,0.0,1998-03-04,tt0145302,en
1692,320011,Men with Guns,0,0.0,0.0,1998-03-06,tt0119656,en
1693,26269,Twilight,0,0.0,0.0,1998-03-06,tt0119594,en
1694,11808,U.S. Marshals,60000000,102367405.0,102367405.0,1998-03-06,tt0120873,en
1695,6970,Welcome to Woop Woop,0,0.0,0.0,1998-08-13,tt0120491,en
1696,47452,Love and Death on Long Island,0,0.0,0.0,1997-01-01,tt0119574,en
1697,18205,Midaq Alley,0,0.0,0.0,1995-05-05,tt0112619,es
1698,36943,In God's Hands,0,0.0,0.0,1998-04-24,tt0140282,en
1699,21736,Everest,0,76447420.0,76447420.0,1998-03-06,tt0120661,en
1700,17941,Hush,0,0.0,0.0,1998-03-06,tt0118744,en
1701,10668,Suicide Kings,0,0.0,0.0,1997-09-06,tt0120241,en
1702,9313,The Man in the Iron Mask,0,0.0,0.0,1998-03-12,tt0120744,en
1703,42807,The Newton Boys,27000000,76000000.0,76000000.0,1998-03-26,tt0120769,en
1704,617,Wild Things,20000000,67200000.0,67200000.0,1998-03-20,tt0120890,en
1705,36568,Paulie,0,0.0,0.0,1998-04-17,tt0125454,en
1706,37272,"A Cool, Dry Place",0,0.0,0.0,1998-01-29,tt0120642,en
1707,5910,Fireworks,0,0.0,0.0,1997-09-03,tt0119250,ja
1708,9440,Primary Colors,65000000,0.0,0.0,1998-03-20,tt0119942,en
1709,53092,"Niagara, Niagara",0,168462.0,168462.0,1997-08-30,tt0119780,en
1710,32911,Wide Awake,6000000,0.0,0.0,1998-03-20,tt0120510,en
1711,44308,A Price Above Rubies,0,1081957.0,1081957.0,1998-03-26,tt0120793,en
1712,124821,Eden,0,0.0,0.0,1996-01-01,tt0119049,en
1713,32456,Two Girls and a Guy,1000000,2057193.0,2057193.0,1997-09-07,tt0124179,en
1714,93350,No Looking Back,0,0.0,0.0,1998-03-27,tt0119560,en
1715,62695,Storefront Hitchcock,0,0.0,0.0,1998-03-27,tt0120219,en
1716,32144,The Proposition,147773,0.0,0.0,1998-03-26,tt0120108,en
1717,17127,The Object of My Affection,15000000,46905889.0,46905889.0,1998-04-17,tt0120772,en
1718,40688,Meet the Deedles,24000000,4562146.0,4562146.0,1998-03-27,tt0120645,en
1719,17133,Homegrown,0,271375.0,271375.0,1998-01-01,tt0119305,en
1720,19848,The Players Club,0,0.0,0.0,1998-04-08,tt0119905,en
1721,17644,Barney's Great Adventure,0,0.0,0.0,1998-01-01,tt0120598,en
1722,1774,The Big One,0,720074.0,720074.0,1997-09-06,tt0124295,en
1723,30265,Chinese Box,0,0.0,0.0,1997-09-04,tt0118851,en
1724,2157,Lost in Space,80000000,136159423.0,136159423.0,1998-04-03,tt0120738,en
1725,70581,Heaven's Burning,0,0.0,0.0,1997-09-04,tt0119272,en
1726,8838,Mercury Rising,60000000,0.0,0.0,1998-04-03,tt0120749,en
1727,29193,The Spanish Prisoner,10000000,13835130.0,13835130.0,1997-09-08,tt0120176,en
1728,795,City of Angels,55000000,198685114.0,198685114.0,1998-04-10,tt0120632,en
1729,16980,The Last Days of Disco,8000000,0.0,0.0,1998-05-29,tt0120728,en
1730,27472,The Odd Couple II,0,0.0,0.0,1998-04-09,tt0120773,en
1731,47881,My Giant,0,7985929.0,7985929.0,1998-04-10,tt0120765,en
1732,9469,He Got Game,25000000,21567853.0,21567853.0,1998-05-01,tt0124718,en
1733,12488,The Gingerbread Man,0,0.0,0.0,1998-01-23,tt0119196,en
1734,98499,Illtown,0,0.0,0.0,1996-07-09,tt0118229,en
1735,81367,Slappy and the Stinkers,0,0.0,0.0,1998-01-23,tt0120213,en
1736,267,Live Flesh,0,1535558.0,1535558.0,1997-10-28,tt0118819,es
1737,16148,Zero Effect,5000000,1980338.0,1980338.0,1998-01-30,tt0120906,en
1738,21252,Nil by Mouth,9000000,0.0,0.0,1997-05-08,tt0119792,en
1739,73135,Ratchet,0,0.0,0.0,1996-09-12,tt0117443,en
1740,9449,The Borrowers,29000000,0.0,0.0,1997-12-05,tt0118755,en
1741,6264,Prince Valiant,0,0.0,0.0,1997-07-24,tt0119947,en
1742,90414,"I Love You, Don't Touch Me!",0,0.0,0.0,1997-01-21,tt0130019,fr
1743,188870,Leather Jacket Love Story,67000,0.0,0.0,1998-02-20,tt0119508,en
1744,215373,Love Walked In,0,0.0,0.0,1997-01-18,tt0118727,en
1745,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,45779.0,45779.0,1998-02-20,tt0118577,en
1746,15513,Kissing a Fool,0,0.0,0.0,1998-02-27,tt0120723,en
1747,31220,Krippendorf's Tribe,0,0.0,0.0,1998-02-27,tt0120725,en
1748,13907,Kurt & Courtney,0,0.0,0.0,1998-02-27,tt0138563,en
1749,29825,The Real Blonde,0,0.0,0.0,1997-09-14,tt0119987,en
1750,10622,Mr. Nice Guy,12716953,18814720.0,18814720.0,1997-01-31,tt0117786,cn
1751,30020,Taste of Cherry,0,0.0,0.0,1997-09-28,tt0120265,fa
1752,17139,Character,4500000,0.0,0.0,1997-04-17,tt0119448,nl
1753,34582,Junk Mail,0,0.0,0.0,1997-02-21,tt0118785,nb
1754,10216,Species II,35000000,19165560.0,19165560.0,1998-04-10,tt0120841,en
1755,9771,Major League: Back to the Minors,0,3572443.0,3572443.0,1998-04-17,tt0120742,en
1756,24560,Sour Grapes,0,0.0,0.0,1998-01-01,tt0120838,en
1757,76330,Wild Man Blues,0,425788.0,425788.0,1997-01-16,tt0141986,en
1758,9448,The Big Hit,13000000,27007143.0,27007143.0,1998-04-24,tt0120609,en
1759,38618,Tarzan and the Lost City,0,0.0,0.0,1998-04-24,tt0120856,en
1760,18316,Black Dog,0,0.0,0.0,1998-05-01,tt0120610,en
1761,78373,"Dancer, Texas Pop. 81",0,565592.0,565592.0,1998-05-01,tt0118925,en
